0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
-0.10782704,-0.046597872,-0.07078135,0.121383496,-0.11619699,-0.13648301,0.09341072,-0.11241241,-0.09416965,0.13892415,-0.117573895,-0.13882524,-0.19308719,-0.17717281,-0.03378213,0.07336372,-0.07999995,-0.0736394,-0.050109293,-0.0824025,-0.07150924,-0.027998284,0.0032544143,-0.12593655,-0.012277339,0.00416016,0.013168951,0.116829164,-0.058475625,0.07187733,-0.023581836,0.108311065,-0.03427671,0.015242154,0.14573754,-0.11595456,-0.0714194,-0.055491887,-0.14712793,0.14394116,-0.17319264,0.094097726,0.0020899328,-0.03808249,-0.13493745,-0.03347499,-0.024062015,0.035041116,-0.20619987,0.022432357,-0.073808774,0.05012492,-0.13481638,0.18503298,-0.1183341,-0.037609804,-0.019375369,-0.007134803,0.063002884,-0.052375503,0.05405896,0.2244277,0.055990405,0.07747197,-0.023423946,0.06596148,0.09006254,-0.0757598,0.056393664,-0.15707885,-0.013225433,0.14610863,0.1566707,-0.076957844,0.07887738,0.0474174,0.18161756,-0.046696194,0.16713376,0.033419292,0.035541926,0.018071616,0.07420494,0.05009361,0.086536445,-0.12690619,0.012003195,0.11220866,0.07349178,-0.13259049,0.18114303,-0.11575457,0.054815985,0.011238845,0.12454895,-0.053174354,0.015417383,-0.012835756,-0.046435516,-0.12546724,0.20253439,0.04828538,0.059771363,0.016681287,-0.11645068,0.18202782,-0.12741958,0.12207957,-0.018245395,0.08486566,-0.04756194,0.14751971,0.050423298,-0.065339535,-0.017813586,-0.19787893,0.028778125,0.19365269,-0.07639452,0.0532188
0.10127405,0.04165091,0.09792152,0.03853844,0.06367512,0.09703164,-0.014560461,0.13721214,-0.13234271,-0.041285675,0.055083603,0.07375445,-0.16127253,0.16136202,0.09422964,0.11075714,-0.119119115,-0.110972285,-0.10422308,0.0873645,-0.10060948,0.0038749734,0.056631617,0.06455248,-0.040579867,-0.09702061,-0.065965824,-0.04433758,0.20620139,0.17335427,-0.09675757,0.056077406,0.06814897,0.12976353,-0.029759193,0.0091117695,-0.18119448,-0.12887421,-0.056815084,-0.16669677,-0.06412458,-0.003290465,-0.043121506,0.03658172,-0.024754906,-0.07769503,-0.097353406,0.09843016,0.1053373,-0.08051255,-0.059466373,0.10868476,-0.10460373,-0.12509291,-0.19153456,-0.15337245,-0.05421721,0.054113243,-0.07707185,-0.0052383216,-0.07295069,0.093426876,-0.24710946,-0.10005826,-0.0990159,0.04561387,0.018750183,-0.051534522,0.06743289,0.11762764,0.06888759,0.086387984,-0.004488986,0.012409929,-0.04585024,-0.10608742,0.089245684,-0.05657439,0.099913925,0.07859722,0.12607135,0.185009,0.023414843,0.08891687,0.071729645,-0.047700536,-0.005236652,-0.11284126,-0.042117737,-0.14626777,-0.0040016277,0.0858201,-0.17936845,-0.1369006,-0.19084099,0.09134459,-0.10807246,-0.08567319,0.032015186,-0.14806049,-0.05729277,0.055884294,0.05310567,0.0089610005,0.044718154,0.037090726,0.005924443,-0.040045533,0.048024327,0.09703434,-0.08834776,0.10647108,0.20352452,0.09495239,-0.10622339,-0.095036685,0.1059146,-0.16099252,-0.006569045,-0.08821664
-0.02044201,-0.14113936,-0.09091534,0.1347167,-0.14302509,-0.1212154,0.039557748,0.024150925,-0.110701986,-0.000540317,-0.104636095,-0.15027463,0.09831491,0.017962173,-0.24840726,0.03331265,0.0004918728,-0.099467464,-0.10069922,0.09499903,-0.22910708,-0.0037762166,-0.09202145,-0.24263875,0.013430487,-0.0076110503,0.087754734,-0.05426193,-0.1687128,-0.16452299,0.1284444,-0.24213746,-3.254373e-05,-0.21920766,-0.008355695,-0.11077061,0.04444113,0.109761514,-0.17610261,0.25381142,0.122013226,0.04658347,-0.075003445,0.07840056,0.07729205,0.05300087,0.10123112,0.10925955,-0.23360683,-0.07070576,0.080749534,0.1625686,0.04093066,0.08889666,0.05111981,0.1876738,0.21586756,0.18640098,0.07474109,-0.014411827,0.011177652,-0.01044645,0.039220605,-0.074886724,0.14814709,-0.061161917,-0.09777519,0.0692469,0.08293951,0.066035844,0.0032226923,0.17021626,0.11108516,-0.03189927,-0.20709766,-0.039306823,-0.004805891,-0.022271486,-0.26676664,-0.24437661,-0.0364067,-0.022711253,-0.103974916,-0.07589513,-0.10608936,0.074933484,0.19313423,-0.07091382,0.04740837,-0.13883495,0.053660974,-0.13692959,-0.07413122,0.033976983,0.008131936,-0.04974944,-0.15546407,-0.20325074,-0.1415671,-0.077526726,0.057672467,-0.1020568,-0.37535468,-0.017285047,-0.1840808,0.27137008,-0.026321305,-0.11466639,-0.20960931,-0.18938082,-0.035886254,-0.07876678,-0.05430776,0.0446025,0.08113646,-0.12084222,0.21601322,0.09348156,-0.36356995,0.098649606
-0.015916705,-0.034475885,0.1455029,-0.02698768,-0.012620688,0.0053931708,-0.068764575,0.10306353,-0.08390647,0.014504644,-0.13758518,-0.0078841355,0.06336821,0.016306682,0.066942185,-0.15404402,-0.08377664,0.09403444,-0.018457146,-0.16048689,-0.4435838,-0.013012157,0.02321541,-0.21638368,-0.18896532,0.0767273,-0.08198609,0.06488432,-0.16970092,0.04999033,-0.04003624,0.011690929,0.043520786,-0.035608727,-0.33962187,-0.18925487,0.006388248,0.028754665,-0.100758545,-0.07672204,-0.071331434,-0.02510592,-0.14641975,0.03712354,0.22234339,-0.12577268,0.10023823,0.19104971,-0.24531104,0.015681922,0.24216668,-0.17435493,-0.0659127,-0.04725688,-0.18153994,0.016103638,0.09225608,-0.10575841,0.07929295,0.04187432,0.01208985,-0.15542091,0.11236185,0.05756423,0.04633163,-0.024000894,0.1731185,-0.047953803,0.28610674,-0.07797041,-0.1782428,-0.022337377,-0.029319689,-0.086274765,-0.072843134,0.0118620405,-0.0963133,-0.17627238,0.0034008774,-0.07030825,0.06774537,-0.12919861,-0.07187184,0.049536813,0.063597165,0.0379471,-0.06508869,0.075291894,0.053339045,0.06921502,-0.045723263,0.057069387,0.35562515,0.20373325,-0.09516726,0.22718938,-0.20358318,0.13263899,-0.030099735,0.29117998,-0.027467517,-0.012063659,0.13174422,0.08105796,-0.11318049,-0.18834086,-0.29763603,-0.047286596,0.28043503,-0.104864225,0.026322091,-0.16005118,0.03537312,-0.045344137,0.105954185,-0.21450055,0.13597669,0.0066656885,-0.0052857106,0.04513276
-0.02385255,0.062712274,-0.07664248,0.08437853,0.06705672,-0.10099794,-0.17978708,-0.07240007,-0.0022175654,0.002363711,0.08180918,0.09736564,-0.07588071,0.035293538,0.09872174,0.082815215,0.05520195,-0.11673991,-0.2207026,-0.14906286,-0.35304016,-0.24480249,-0.03952664,0.12698984,-0.13807553,-0.08356043,-0.048220184,0.07722001,0.030725954,0.26731315,0.088042326,0.22588193,0.032133747,0.16439988,0.15226795,-0.24952327,-0.04163561,0.027260778,0.09692017,-0.36255854,0.1198289,0.019427305,-0.11001439,0.15039441,-0.21058273,-0.11466976,-0.31683925,0.13661033,-0.223617,-0.015377442,-0.05463022,0.043215666,-0.14191276,-0.27542356,-0.30468312,0.06279648,-0.19125046,0.1523198,-0.152207,-0.04056537,0.14686915,0.27915204,-0.32334596,-0.08562242,-0.033799782,0.10036886,0.22766261,-0.14872135,-0.037513215,-0.011130528,-0.06233587,-0.05400113,0.14853731,-0.18172657,-0.17264822,-0.105997406,-0.08925458,-0.23893856,0.19266246,0.1301336,0.1715798,0.21184817,0.05148789,-0.0002179381,0.09966628,0.072904065,0.16890115,-0.0050590136,-0.06568537,-0.060629718,-0.02746641,0.09345644,0.10649229,-0.17520484,-0.09744938,0.07798951,-0.058294043,-0.14367183,0.023561558,-0.3000684,0.034293875,-0.14019623,0.2124533,0.28239894,-0.019010892,-0.25055915,-0.17261133,0.103463024,0.058144156,0.12257376,-0.08697796,-0.13244201,-0.09648277,0.019207649,0.036063213,-0.18744625,0.13033298,-0.06245652,0.2533211,-0.051734217
-0.10507522,0.08387675,-0.011673121,0.046019044,-0.053243205,0.05682666,0.13355179,0.09255675,-0.12804869,-0.037445832,-0.1147375,0.026802754,0.042647567,0.1105782,0.13272277,-0.006763732,-0.055871267,0.080784254,0.006368212,-0.016304376,-0.1592047,0.11735021,0.04768442,-0.20787,-0.14236502,-0.110790364,-0.08835535,-0.0744863,-0.1046003,0.13948941,-0.0024482608,-0.096373715,-0.1380557,0.057907358,0.09505906,-0.07522796,-0.1710513,0.098484516,0.13145041,-0.038697723,-0.046241462,-0.112354115,-0.14263208,-0.04841382,-0.09000947,-0.045637835,-0.065026306,-0.11241661,-0.2562145,0.08366401,0.06511637,-0.064883046,0.10109776,-0.12534659,-0.043000143,0.05663181,0.07397076,0.17730598,-0.0818343,0.037474535,-0.17160544,-0.02293574,-0.14881827,-0.12409528,0.042149413,0.10996993,0.014664241,-0.10687109,0.10276408,0.0392759,-0.039337773,-0.04323234,0.1549021,-0.09954078,-0.26352677,-0.1272139,-0.09255241,-0.041988757,0.014186255,0.09533473,0.053534772,-0.015175378,0.01379997,-0.12875614,0.03360865,0.1565286,0.07611029,-0.092091516,-0.12799028,0.026009824,-0.12967142,-0.027048394,-0.078143366,0.076331936,-0.0055739675,-0.052013233,-0.017117491,-0.1061442,0.082249306,-0.06761655,0.015019124,-0.1533078,-0.018847987,0.0692775,0.059087873,0.13438682,0.019495105,-0.024792243,-0.043282103,-0.036810588,-0.007350684,-0.13125767,0.04837805,-0.0822511,0.07778172,-0.15293668,0.11130001,0.04362608,0.0058507295,0.06322479
-0.11379706,0.128906,-0.12703255,-0.06437896,-0.10971081,-0.119516216,0.06408103,-0.16576765,-0.055711947,-0.17674139,0.06707967,-0.15570702,-0.02067789,-0.065755025,0.055643078,-0.13500455,0.047854543,-0.010656605,-0.16737384,0.006794998,-0.34029928,-0.25299865,0.06483765,-0.052196052,0.023224605,0.10017424,0.044514738,-0.104785115,0.14016479,-0.02943449,0.15194175,0.04677125,-0.09626048,0.01866147,-0.011051545,0.009487767,-0.043779187,0.0681484,0.018986229,-0.19688646,0.060996253,-0.04904285,0.05600379,-0.15397507,-0.18378983,-0.03841452,-0.049816366,0.05177181,-0.3387618,-0.14823739,0.029518833,-0.06923375,-0.114714056,-0.15243623,0.14215468,-0.05682778,-0.0901757,0.116281524,0.20291817,0.013268917,-0.028541937,-0.055790246,-0.07560171,0.06625584,0.10812134,-0.27511325,0.0773996,0.06663019,0.15950045,0.10695593,-0.09801079,0.09862594,0.16079101,-0.08805822,-0.18061958,-0.06779848,-0.058975644,-0.14763653,-0.10764355,0.12681133,0.065432355,0.19296181,-0.18816306,0.029331278,-0.26857567,0.069855765,0.07790456,0.08560906,0.08053148,-0.107707806,0.016378513,-0.08098014,0.27998856,0.21573284,0.015352149,0.05668599,0.018462308,-0.14081901,0.016281405,-0.16758095,-0.029442482,0.06170611,-0.14276543,-0.14165984,0.096148506,0.10777475,0.008065129,-0.112306125,-0.07515047,-0.06627919,-0.06533401,-0.19619222,-0.08739149,-0.056643553,0.06717,-0.007766347,0.21121845,-0.040394858,-0.14669785,0.005798386
0.09173608,0.2211385,0.073754735,0.0696922,-0.11323246,0.05568521,0.05918477,-0.036492877,-0.039811887,-0.15387407,-0.09989035,-0.052837957,-0.16495039,-0.09724709,-0.14508729,0.055743918,-0.032758094,-0.118420616,-0.14667015,-0.09465499,-0.29217362,-0.22506596,-0.13219583,-0.06502334,-0.065029986,0.35919982,0.06703581,0.025915004,-0.020113189,0.39765558,0.027595267,0.019510094,-0.27188483,0.13474824,0.079261065,-0.21006699,-0.10536913,0.05262767,-0.04035562,-0.26740912,0.19454108,-0.05553253,-0.09129748,0.16331166,0.10365607,0.07403151,-0.26898408,0.046215493,-0.25008577,0.05541931,-0.0037254978,0.11198453,-0.037813585,0.01781797,0.17351927,-0.3063683,0.0006835996,0.35495874,-0.037192315,0.06472939,0.18159261,-0.16309507,-0.22511823,-0.089205295,-0.059805684,-0.1000623,0.13929193,-0.014173254,0.0012762295,-0.051959645,0.07654305,0.113822445,0.21134293,-0.035136107,-0.3684667,-0.07067928,0.088111445,-0.0498351,-0.0040987544,0.09975157,0.07520571,-0.02121072,-0.055943504,-0.058280192,0.18839724,0.2488529,0.14100087,-0.023011614,-0.15211515,-0.14153314,-0.18668565,-0.044176698,-0.081127666,-0.043054882,0.05086103,0.10442564,0.118400484,-0.15011682,0.065921225,-0.19242932,0.11991357,-0.14750738,0.07808916,-0.03071194,-0.33752438,-0.1302644,-0.06723079,-0.06868899,-0.11827219,-0.0059730466,-0.08992395,0.044534657,-0.17303552,-0.0010838023,0.04217758,-0.29485098,0.34015074,0.10366221,0.15610078,0.01861443
0.026303647,-0.11348789,0.0058886334,0.18222387,0.07754173,0.09654032,-0.035647817,0.06768295,-0.036391106,0.105811186,0.043603864,0.063695006,-0.11250386,0.16091579,-0.002519889,0.024674632,-0.043770533,-0.026493518,0.046866555,-0.18376066,-0.34540913,-0.068663925,0.100376494,-0.18026756,-0.0625015,-0.07982394,-0.10017956,-0.030454146,0.017001085,-0.076798774,-0.107492626,-0.0368435,0.17547698,0.14396994,0.010378563,-0.04341454,0.036660187,-0.06272622,0.060059886,0.0081932945,-0.10271257,-0.12659214,0.029761085,-0.054616727,-0.121977195,-0.030868033,-0.04303976,0.025707789,-0.25398248,-0.13496952,-0.07754085,0.012738768,0.14800316,-0.070690066,-0.4544363,0.048413053,-0.08064137,0.11340631,0.06916334,0.0028977972,0.060421664,-0.008103737,-0.0059726285,-0.10493163,0.048575256,0.07714376,0.0058135046,0.010643456,0.05515431,0.041097607,-0.16329567,0.072525546,-0.052241847,0.002118076,0.025030274,-0.1500657,0.06655514,-0.0018875689,-0.028527258,-0.06436754,0.0591142,0.011654352,-0.09579961,0.016446805,0.1851273,-0.13759257,0.056014217,-0.045381192,-0.14462876,-0.09414954,-0.09001539,0.07669599,-0.06938326,0.001006651,-0.1073018,0.1642724,-0.23756078,0.13454817,0.012353595,0.124259904,0.11615671,0.021717655,0.17239533,0.10178779,0.15611696,-0.13487878,-0.11653778,-0.036063135,0.10510806,0.047695838,-0.16933392,0.026657049,-0.06596306,-0.16284905,-0.096377335,-0.13821632,-0.12053744,0.006627254,0.09014454,-0.14740793
-0.15122971,-0.1964155,-0.104341954,0.030133087,0.17860301,-0.14006397,0.06627582,0.20277473,-0.062414903,0.040385906,-0.005363201,-0.0397364,-0.17641973,-0.14483483,0.28799877,0.0021785088,0.03340021,0.08214923,0.031860135,-0.10909763,-0.08710875,-0.061998133,-0.13780688,-0.31140625,-0.13772362,-0.2057589,-0.13944313,-0.0154447,-0.2791146,-0.12400638,-0.15500368,-0.08822948,0.13607572,-0.31367537,-0.114998765,-0.06965818,-0.058813006,-0.021157533,0.06779917,0.44169647,0.003295657,-0.050589316,-0.10747877,-0.026124088,0.13564053,-0.016908875,0.16221943,0.021074984,0.078467496,-0.05302051,0.1794258,0.056486495,0.12399407,-0.11575479,-0.14187142,0.1172007,0.31992295,-0.09871182,0.123500794,-0.014952068,-0.11031104,0.038895234,0.18665275,-0.012693979,-0.03794205,-0.013816212,0.016858028,0.01757684,-0.12060069,-0.047556862,0.030025233,-0.14017127,-0.05987617,-0.15287368,-0.14298119,-0.033390712,-0.05972989,-0.09815426,-0.23153968,0.06821434,0.0741354,-0.01621223,-0.03109964,-0.0102330055,0.037999794,-0.21021135,0.052626714,-0.0642884,0.07375696,-0.08718981,0.18506324,-0.109111995,0.24902917,0.06890861,-0.015134476,-0.30972752,-0.14353237,0.2140014,0.05531188,0.29487225,0.05692024,-0.04548463,-0.16778868,-0.19543141,0.36332962,0.17546883,0.053119007,0.027176334,0.18309872,-0.00511026,-0.06213497,-0.09526373,-0.12500833,-0.06350394,-0.13897616,-0.15144055,-0.14005183,-0.2852928,-0.2652387,-0.03889971
