0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0.13161951,-0.27191684,-0.035186086,0.042457025,0.21479908,-0.05402128,0.09150779,0.023515388,-0.07760467,-0.0044623604,-0.115306966,0.16391394,0.19198918,0.046740483,-0.1665112,-0.10395023,-0.021468094,-0.28796342,0.03817833,-0.019635772,-0.20148566,-0.07089763,0.038056575,0.1209834,-0.162524,0.10958886,0.17655616,0.07725682,-0.105528414,-0.009874599,0.030692903,0.047713164,0.18572563,0.11620542,0.042234324,-0.060284317,0.02693238,0.08856042,-0.15007307,0.17335527,-0.20885459,0.100228734,-0.15971276,-0.05578418,-0.08103155,0.059429634,0.037104413,0.17580718,0.13970192,-0.041406713,0.11521563,0.23950668,-0.10608456,-0.2630807,0.10333636,-0.016394744,-0.16269879,-0.14192733,-0.06402674,0.15934692,-0.06525312,-0.3042492,0.28138134,-0.12933119,0.18358149,-0.18017597,-0.026924662,-0.019822838,0.24744686,-0.022184758,0.055684276,-0.14388199,-0.13491951,0.028375251,0.06649945,-0.06061263,-0.0602346,0.12200601,-0.11637612,-0.0818244,0.12563008,0.16034973,0.012020135,-0.16437688
-0.12464367,-0.024918893,0.036494717,-0.14453554,0.0011910554,0.043532375,-0.12458724,-0.032755576,0.03638115,-0.3093557,0.15375803,-0.008236973,-0.24099112,0.036098257,0.0070031295,-0.059141595,0.10392459,0.1583068,-0.12332399,-0.14202742,0.009779881,0.057205766,0.04681171,-0.062793165,0.21188259,0.15047471,0.036569238,-0.04934975,0.10162648,0.09492336,0.035783432,-0.04524061,-0.04834261,-0.008294164,0.16017102,-0.24844603,0.105304554,-0.0060079466,-0.012169886,-0.103941046,-0.10147589,-0.07206081,0.02478896,-0.116933815,0.09961528,-0.08929138,0.051142067,-0.013780401,0.070979364,-0.10294257,0.120409496,0.021931728,-0.1602158,-0.089220054,0.05302327,0.06231968,0.123798355,0.14537293,0.1602664,-0.08786091,0.044423,0.11725617,-0.1461668,-0.06282098,-0.046587024,0.12934962,0.047983974,-0.06541338,-0.17582257,0.15485978,-0.18703291,-0.107986294,0.17763093,-0.0051762415,-0.028560238,0.051463343,0.0026305143,0.07870412,0.108526,-0.17337546,-0.06681565,-0.11095989,0.05115218,0.031674985
0.057488445,0.04347464,-0.0898946,-0.093342274,0.07261505,0.11428735,0.109189615,0.11127214,0.032187864,0.04708387,0.10514772,-0.026584456,-0.098614074,-0.019101549,0.14673954,-0.047941167,0.051624034,0.091008455,0.1922277,0.12065189,-0.06458575,-0.107610986,0.16999476,-0.10838374,-0.118735075,0.01476586,0.021160949,-0.024204807,0.071059376,0.14985149,0.020480907,-0.03231359,0.18304515,0.0789551,0.13697821,-0.023046343,0.053524286,-0.075466685,0.025763521,-0.092458904,0.13647135,0.07484756,-0.03466138,0.007461103,-0.11501217,0.073109,-0.12850332,-0.045869283,-0.10682121,0.12512732,0.074481465,-0.044548165,-0.100586556,0.16640545,-0.04934812,-0.02283539,0.21163674,0.15642227,0.025843266,0.051774424,0.04774671,-0.1474535,0.061881844,0.08159818,0.06971801,0.029262371,-0.08969177,-0.017373702,-0.15887836,-0.08650593,-0.08107811,0.029112458,0.033164978,-0.07324756,-0.10820167,-0.15524246,-0.11996681,-0.14519067,0.07862442,-0.13352866,-0.11727654,0.08752159,-0.017614596,-0.07770121
-0.08466874,0.16123526,-0.12421105,-0.1106183,0.1495971,-0.22063464,-0.019739827,0.0824787,-0.0056900354,-0.1673749,0.10735477,0.18078955,-0.013472014,-0.0046614916,-0.15293819,-0.16793822,0.011099066,0.16559215,0.15407355,-0.038337737,-0.11690811,0.033953413,0.09185914,-0.20528074,0.07515443,0.022973344,-0.03952388,-0.12626246,-0.045402613,-0.08787204,-0.08076476,0.10676948,-0.18210098,-0.02193129,0.04401367,-0.15029141,-0.20730256,-0.13351402,0.23758487,-0.06894333,0.13091657,0.066317774,0.08070637,-0.06503015,-0.014602471,0.09501686,-0.026441226,0.030138275,-0.12364139,0.011768906,-0.011749304,0.16036046,0.118603565,-0.14418764,-0.060306564,0.08310084,0.1747017,0.043368816,0.15864998,-0.111395024,0.06755474,0.08294703,-0.08830315,-0.09283213,-0.019919986,0.08486205,0.043128993,0.10322002,-0.10313168,0.0032134056,-0.04212896,-0.1968568,-0.11585907,-0.15566391,-0.12585579,0.11626982,0.040823676,0.11166037,-0.07013709,0.13331115,-0.029468719,-0.08805975,-0.12122674,0.17919496
0.013782848,0.34243995,0.066959366,0.0031148086,-0.08310327,0.055500254,-0.0042975224,0.016636163,0.092942335,0.06776239,0.044548314,-0.19875073,-0.16657545,0.14678499,-0.06316857,0.14659783,-0.08810603,0.27327198,0.01694705,0.04994112,-0.08121508,-0.14292513,0.22752896,0.14151143,0.006694047,0.0006378885,-0.03386915,-0.010423708,-0.23106016,-0.15509793,0.022716658,-0.07751291,-0.1871367,-0.15964453,-0.085659966,0.21909355,0.15122615,-0.073388256,0.1676626,-0.095062494,0.22629826,-0.027272673,-0.08489621,0.11833988,0.18448377,0.0656969,0.11567763,0.026635753,-0.10706558,0.075526364,-0.25583968,-0.13431986,0.08382749,-0.06982356,0.07801802,0.14701918,0.1208904,-0.17645955,-0.08216936,-0.2172987,-0.09407447,0.20230527,-0.21120064,-0.17151488,-0.062025048,0.2147432,-0.0996178,0.06340584,-0.16607034,-0.020480711,0.12069415,0.057690363,0.21979974,0.16775668,-0.2544856,0.018423768,0.109918974,-0.1396824,0.015895125,0.08429589,-0.011829368,0.023468211,0.00070954725,0.048795503
-0.0610574,-0.1116943,-0.0980861,-0.105095334,0.007923659,-0.12334323,0.14063723,-0.023676291,0.014138967,-0.09685549,-0.047837324,-0.07109127,-0.027723968,0.10850306,-0.13810034,-0.0123465285,0.075790286,-0.13446747,-0.005790022,-0.124779716,-0.05580016,-0.072340816,0.010649085,0.06758351,0.02858341,0.14209758,0.024180232,0.07095751,-0.0027031149,-0.060743514,-0.096656576,0.03065455,-0.020561608,-0.1563567,-0.10393778,-0.034875985,-0.03138949,-0.102458894,-0.0004904438,0.052679818,-0.12313846,0.16449739,-0.09011704,0.02388022,-0.04793208,0.095852315,-0.10145893,0.11412406,-0.012156847,-0.1419078,0.005440432,0.0157584,-0.119653285,0.107654124,0.13210271,-0.022732835,-0.08840473,-0.10122172,0.10389901,0.06651081,0.09252,-0.0704957,0.011186793,-0.06469182,-0.096053086,0.059683014,0.051790267,-0.045931187,0.030992292,-0.0034108039,0.009562135,0.12622686,0.019734273,-0.1541028,-0.00886808,-0.026814409,-0.16670641,-0.12417612,-0.13803735,-0.13398385,0.07013572,-0.12724224,0.13766432,0.08893871
0.07577366,-0.12024048,-0.004266407,0.016643466,0.0946983,-0.070477016,-0.12351234,-0.19430853,0.08636538,-0.11344922,0.015757587,0.13587022,-0.12427111,-0.07411255,0.0637205,0.16494983,0.21824476,0.043082625,0.12655668,-0.04030365,0.07591189,0.2184883,0.059194244,0.14084801,0.15669554,0.026580308,-0.13850383,-0.08866703,0.0340993,0.029898545,0.14447476,-0.09108413,0.0067063863,0.17359902,0.06390439,-0.12344117,0.12559502,-0.028519653,0.037262812,-0.06245163,0.014549814,-0.15482728,0.15886942,-0.029190598,0.12891458,-0.106807,-0.05266812,0.12392,-0.0065968814,0.13793038,0.14285463,0.13215563,-0.053117573,0.1038224,-0.11307262,0.011152199,0.043318395,-0.22093406,-0.10479127,0.10161868,0.07726209,-0.002971654,0.11115469,-0.028336782,0.08526715,-0.053903766,0.022079209,0.085895784,-0.1142095,-0.12872593,-0.113452904,-0.12794144,0.1005616,0.15934195,-0.21460761,0.15367144,0.10365049,-0.20050754,-0.09940456,-0.08882733,0.12682588,-0.14556673,-0.00068002334,0.046893567
0.22086507,0.29289722,0.12532699,-0.14222938,-0.168733,0.05531658,-0.011961778,-0.15375271,-0.07871661,0.020590438,0.018119536,0.030362813,0.2140919,-0.04753366,-0.19535062,0.035214376,-0.045025233,-0.0661962,0.28601214,-0.047534574,0.10056707,-0.02522981,0.19387147,0.20123374,0.17500725,0.10517711,0.11947686,0.11115652,-0.28177208,-0.12314001,0.08686967,0.017700275,0.10368707,-0.15382941,-0.15399061,-0.13282101,0.09161169,0.025309851,0.08388149,-0.057819933,0.058330324,-0.018844593,-0.04749402,-0.10914915,-0.0044839424,-0.047901098,0.049342796,0.099492036,-0.07335436,0.1315666,-0.22530705,-0.15826468,-0.15531206,0.0650689,-0.076444924,0.11907819,-0.0690779,-0.055966526,0.017311892,-0.017714458,-0.14513054,0.15090984,-0.053471573,0.106498934,-0.16465305,-0.062077653,0.029018134,-0.013149508,-0.099229135,0.045322392,-0.14146188,-0.17631572,0.023089997,-0.116775535,-0.0007643752,0.10035397,0.13342421,0.01671242,-0.18972716,0.020619433,0.17923364,0.11471344,-0.11621758,0.14633644
0.14645652,-0.045803357,-0.05061424,-0.06601358,0.08190819,0.070407525,-0.12148175,-0.07270056,0.034818012,0.047942758,-0.1419926,0.06397344,-0.03012637,-0.13098007,-0.075230315,0.143381,-0.016490042,0.040147297,0.031642333,0.13441128,0.07668899,0.08035889,0.1109711,0.05233957,0.12013468,-0.028264318,-0.14686781,0.019228145,-0.16228284,0.19145514,-0.09540403,0.11941794,-0.07854139,0.1415683,-0.036430173,0.009773304,-0.036213294,0.1562882,-0.05039831,0.15154529,-0.0865798,0.02409011,0.104258694,-0.06721494,-0.03958946,0.09307204,-0.015126744,-0.125104,-0.13652427,-0.07346475,0.025235763,0.024289753,0.12761079,0.103157744,0.14230491,-0.13404569,0.040125366,-0.12097877,-0.006389717,-0.043307193,0.06483783,0.13105537,-0.13566314,-0.039005786,0.13215998,0.06583551,-0.050413087,-0.0667888,-0.13055754,0.07403922,0.08176793,-0.046754263,0.09408033,-0.050951082,-0.14295611,-0.09177161,-0.09209119,-0.21576962,0.055356678,0.052888904,-0.11582033,-0.13709687,0.097688206,0.13800952
-0.13595682,0.12279982,0.0055530136,-0.039492004,0.020294078,0.115145475,0.0065452754,-0.06374341,-0.14154106,-0.073723845,-0.019724442,0.12405497,0.21966329,0.18348692,-0.05610613,0.06852187,0.1989484,-0.037578087,0.12802337,-0.16692218,0.04583395,0.083560936,-0.1460696,0.028288519,-0.07987104,0.28713423,-0.041752182,0.08655074,-0.2093999,-0.092301056,-0.06382726,0.080171056,0.05654513,-0.053328056,-0.24089281,-0.012105871,0.05600855,-0.1383156,0.1366044,-0.15193184,-0.26945132,0.009221205,0.08772985,0.03414712,0.110754356,-0.14228018,-0.069001056,-0.26502514,-0.1424523,0.13535458,0.025706617,-0.22469202,0.03130849,0.15101293,-0.20538284,-0.19897328,0.018352887,-0.14939205,0.022495668,-0.19254233,0.04556164,-0.038131334,0.19858083,0.02779769,-0.06213792,0.001368859,0.034266267,0.07937631,-0.14067444,0.07019746,0.08277729,-0.01938157,0.08298807,-0.058375593,-0.18277615,0.2102318,0.09143889,-0.024706375,0.054014817,0.050803587,0.20900704,0.11603844,0.026035475,-0.23252559
