Channel 0
0.0000000000, 1.1588183641, 0.0000000000, 1.2951086760, 0.0000000000, 0.9549151659, 0.4031866193, 0.0000000000, 0.4433179796, 0.0000000000, 0.8734789491, 1.4167550802, 1.1550300121, 0.2841162682, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.1341861933, 0.0000000000, 1.6807034016, 0.0000000000, 0.0000000000, 0.0177280251, 0.0000000000, 0.3620098829, 0.3576893210, 0.0000000000, 1.5674022436, 0.7130405903, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1.0243215561, 0.0000000000, 0.8947387338, 0.0000000000, 0.0000000000, 0.0000000000, 2.1428759098, 0.3442811072, 0.7373142242, 1.0986751318, 2.1223649979, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0760348737, 0.0000000000, 0.0000000000, 0.9337369800, 0.0731925666, 0.0000000000, 1.4659970999, 0.0000000000, 0.0000000000, 0.0000000000, 0.0758566931, 0.0000000000, 0.0000000000, 0.0000000000, 1.9692157507, 0.0000000000, 0.0000000000, 0.7467467189, 0.0000000000, 1.4632619619, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0834631920, 0.1272858679, 0.2598963678, 0.0000000000, 2.0222821236, 0.8379422426, 2.5678977966, 0.9158747196, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.3560999930, 0.5925976038, 0.0000000000, 0.3437374830, 0.0000000000, 0.0000000000, 1.4532328844, 0.6145230532, 0.0000000000, 0.0000000000, 1.4964241982, 2.6951115131, 0.0000000000, 0.0000000000, 0.3514544070, 1.7653045654, 0.0000000000, 0.0000000000, 0.3367988467, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1.1503013372, 0.0000000000, 0.0000000000, 1.3008096218, 0.0000000000, 0.6702446342, 0.0000000000

